,Unnamed: 0,ddc_barcode,ddc_ipcode,ddc_mch_code,ddc_mch_side,ddc_ev_subcode,ddc_ev_timestamp,c_machine,month,y-m-day,event_time,time:_cluster_label
145,286932,9440075183,39728,C102,R,CL_PRESS_DOWN_2_START,2022-11-24 10:16:14,True,11,22-11-24,0.0,0
146,286933,9440075183,39728,C102,R,CL_PRESS_DOWN_2_STOP,2022-11-24 10:16:15,True,11,22-11-24,1.0,0
147,286934,9440075183,39728,C102,R,CL_STOP_PAUSE_2_START,2022-11-24 10:16:15,True,11,22-11-24,0.0,0
148,287076,9440075183,39728,C102,R,CL_STOP_PAUSE_2_STOP,2022-11-24 10:16:30,True,11,22-11-24,15.0,0
149,287077,9440075183,39728,C102,R,CL_PRESS_DOWN_3_START,2022-11-24 10:16:30,True,11,22-11-24,0.0,0
150,287131,9440075183,39728,C102,R,CL_PRESS_DOWN_3_STOP,2022-11-24 10:16:40,True,11,22-11-24,10.0,0
151,287132,9440075183,39728,C102,R,CL_PRESS_LOCK_START,2022-11-24 10:16:40,True,11,22-11-24,0.0,0
152,287144,9440075183,39728,C102,R,CL_PRESS_LOCK_STOP,2022-11-24 10:16:41,True,11,22-11-24,1.0,0
153,287145,9440075183,39728,C102,R,CL_SQUEEZE_ON_START,2022-11-24 10:16:41,True,11,22-11-24,0.0,0
154,287185,9440075183,39728,C102,R,CURING_ON_START,2022-11-24 10:16:49,True,11,22-11-24,8.0,0
155,287186,9440075183,39728,C102,R,CL_SQUEEZE_ON_STOP,2022-11-24 10:16:49,True,11,22-11-24,0.0,0
156,295073,9440075183,39728,C102,R,CURING_ON_STOP,2022-11-24 10:32:39,True,11,22-11-24,950.0,2
157,295074,9440075183,39728,C102,R,CURING_OFF_START,2022-11-24 10:32:39,True,11,22-11-24,0.0,0
158,295088,9440075183,39728,C102,R,OP_SQUEEZE_OFF_START,2022-11-24 10:32:41,True,11,22-11-24,2.0,0
159,295089,9440075183,39728,C102,R,CURING_OFF_STOP,2022-11-24 10:32:41,True,11,22-11-24,0.0,0
160,295191,9440075183,39728,C102,R,OP_SQUEEZE_OFF_STOP,2022-11-24 10:32:50,True,11,22-11-24,9.0,0
161,295192,9440075183,39728,C102,R,OP_UNLOCK_PRESS_START,2022-11-24 10:32:50,True,11,22-11-24,0.0,0
162,295206,9440075183,39728,C102,R,OP_UNLOCK_PRESS_STOP,2022-11-24 10:32:51,True,11,22-11-24,1.0,0
163,295207,9440075183,39728,C102,R,OP_PRESS_MOVEMENT_UP_START,2022-11-24 10:32:51,True,11,22-11-24,0.0,0
164,295213,9440075183,39728,C102,R,OP_PRESS_MOVEMENT_UP_STOP,2022-11-24 10:32:52,True,11,22-11-24,1.0,0
165,295214,9440075183,39728,C102,R,OP_PRESS_STOP_PAUSE_1_START,2022-11-24 10:32:52,True,11,22-11-24,0.0,0
166,295246,9440075183,39728,C102,R,OP_PRESS_STOP_PAUSE_1_STOP,2022-11-24 10:32:56,True,11,22-11-24,4.0,0
167,295247,9440075183,39728,C102,R,OP_PRESS_MOVEMENT_UP_1_START,2022-11-24 10:32:56,True,11,22-11-24,0.0,0
168,295286,9440075183,39728,C102,R,OP_PRESS_MOVEMENT_UP_1_STOP,2022-11-24 10:33:00,True,11,22-11-24,4.0,0
169,295287,9440075183,39728,C102,R,OP_PRESS_STOP_PAUSE_2_START,2022-11-24 10:33:00,True,11,22-11-24,0.0,0
170,295340,9440075183,39728,C102,R,OP_PRESS_STOP_PAUSE_2_STOP,2022-11-24 10:33:04,True,11,22-11-24,4.0,0
171,295341,9440075183,39728,C102,R,OP_PRESS_MOVEMENT_UP_2_START,2022-11-24 10:33:04,True,11,22-11-24,0.0,0
172,295384,9440075183,39728,C102,R,OP_PRESS_MOVEMENT_UP_2_STOP,2022-11-24 10:33:09,True,11,22-11-24,5.0,0
173,295385,9440075183,39728,C102,R,OP_PRESS_STOP_PAUSE_3_START,2022-11-24 10:33:09,True,11,22-11-24,0.0,0
174,295432,9440075183,39728,C102,R,OP_PRESS_STOP_PAUSE_3_STOP,2022-11-24 10:33:13,True,11,22-11-24,4.0,0
175,295433,9440075183,39728,C102,R,OP_PRESS_MOVEMENT_UP_3_START,2022-11-24 10:33:13,True,11,22-11-24,0.0,0
176,295538,9440075183,39728,C102,R,UN_LMR_UP_STOP,2022-11-24 10:33:24,True,11,22-11-24,11.0,0
177,295539,9440075183,39728,C102,R,UN_LMR_UP_START,2022-11-24 10:33:24,True,11,22-11-24,0.0,0
178,295540,9440075183,39728,C102,R,UN_FORK_IN_START,2022-11-24 10:33:24,True,11,22-11-24,0.0,0
179,295580,9440075183,39728,C102,R,UN_FORK_IN_STOP,2022-11-24 10:33:26,True,11,22-11-24,2.0,0
180,295585,9440075183,39728,C102,R,OP_PRESS_MOVEMENT_UP_3_STOP,2022-11-24 10:33:28,True,11,22-11-24,2.0,0
181,295586,9440075183,39728,C102,R,OP_PRESS_LOCKED_STOP,2022-11-24 10:33:28,True,11,22-11-24,0.0,0
182,295587,9440075183,39728,C102,R,OP_PRESS_LOCKED_START,2022-11-24 10:33:28,True,11,22-11-24,0.0,0
183,295631,9440075183,39728,C102,R,UN_VACUUM_START,2022-11-24 10:33:31,True,11,22-11-24,3.0,0
184,295687,9440075183,39728,C102,R,UN_VACUUM_STOP,2022-11-24 10:33:41,True,11,22-11-24,10.0,0
185,295688,9440075183,39728,C102,R,UN_TCR_UP_LMR_DOWN_STOP,2022-11-24 10:33:41,True,11,22-11-24,0.0,0
186,295689,9440075183,39728,C102,R,UN_TCR_UP_LMR_DOWN_START,2022-11-24 10:33:41,True,11,22-11-24,0.0,0
187,295749,9440075183,39728,C102,R,UN_TCR_DOWN_START,2022-11-24 10:33:47,True,11,22-11-24,6.0,0
188,295756,9440075183,39728,C102,R,UN_TCR_DOWN_STOP,2022-11-24 10:33:49,True,11,22-11-24,2.0,0
189,298718,9440075182,39728,C102,R,LO_LOADER_IN_PRESS_START,2022-11-24 10:42:00,True,11,22-11-24,491.0,2
190,298727,9440075182,39728,C102,R,LO_LOADER_IN_PRESS_STOP,2022-11-24 10:42:02,True,11,22-11-24,2.0,0
191,298728,9440075182,39728,C102,R,LO_BLADDER_PRESHAPING_START,2022-11-24 10:42:02,True,11,22-11-24,0.0,0
192,298800,9440075182,39728,C102,R,LO_BLADDER_PRESHAPING_STOP,2022-11-24 10:42:10,True,11,22-11-24,8.0,0
193,298801,9440075182,39728,C102,R,LO_BLADDER_VACUUM_START,2022-11-24 10:42:10,True,11,22-11-24,0.0,0
194,298943,9440075182,39728,C102,R,LO_BLADDER_VACUUM_STOP,2022-11-24 10:42:31,True,11,22-11-24,21.0,0
195,298944,9440075182,39728,C102,R,LO_LOADER_DOWN_START,2022-11-24 10:42:31,True,11,22-11-24,0.0,0
196,298981,9440075182,39728,C102,R,LO_LOADER_DOWN_STOP,2022-11-24 10:42:36,True,11,22-11-24,5.0,0
197,298982,9440075182,39728,C102,R,LO_TCR_DOWN_START,2022-11-24 10:42:36,True,11,22-11-24,0.0,0
198,298998,9440075182,39728,C102,R,LO_TCR_DOWN_STOP,2022-11-24 10:42:38,True,11,22-11-24,2.0,0
199,298999,9440075182,39728,C102,R,LO_PRESHAPING_START,2022-11-24 10:42:38,True,11,22-11-24,0.0,0
200,299252,9440075182,39728,C102,R,LO_PRESHAPING_STOP,2022-11-24 10:43:08,True,11,22-11-24,30.0,0
201,299253,9440075182,39728,C102,R,LO_LOADER_RELEASE_TIRE_START,2022-11-24 10:43:08,True,11,22-11-24,0.0,0
202,299264,9440075182,39728,C102,R,LO_LOADER_RELEASE_TIRE_STOP,2022-11-24 10:43:09,True,11,22-11-24,1.0,0
203,299265,9440075182,39728,C102,R,LO_LOADER_UP_START,2022-11-24 10:43:09,True,11,22-11-24,0.0,0
204,299300,9440075182,39728,C102,R,LO_LOADER_UP_STOP,2022-11-24 10:43:14,True,11,22-11-24,5.0,0
205,299301,9440075182,39728,C102,R,LO_LOADER_OUT_START,2022-11-24 10:43:14,True,11,22-11-24,0.0,0
206,299312,9440075182,39728,C102,R,LO_LOADER_OUT_STOP,2022-11-24 10:43:16,True,11,22-11-24,2.0,0
207,299313,9440075182,39728,C102,R,CL_UNLOCK_PRESS_START,2022-11-24 10:43:16,True,11,22-11-24,0.0,0
208,299336,9440075182,39728,C102,R,CL_UNLOCK_PRESS_STOP,2022-11-24 10:43:18,True,11,22-11-24,2.0,0
209,299361,9440075182,39728,C102,R,CL_PRESS_DOWN_START,2022-11-24 10:43:20,True,11,22-11-24,2.0,0
210,299395,9440075182,39728,C102,R,CL_STOP_PAUSE_STOP,2022-11-24 10:43:24,True,11,22-11-24,4.0,0
211,299396,9440075182,39728,C102,R,CL_PRESS_DOWN_2_STOP,2022-11-24 10:43:24,True,11,22-11-24,0.0,0
212,299397,9440075182,39728,C102,R,CL_PRESS_DOWN_STOP,2022-11-24 10:43:24,True,11,22-11-24,0.0,0
213,299398,9440075182,39728,C102,R,CL_STOP_PAUSE_2_START,2022-11-24 10:43:24,True,11,22-11-24,0.0,0
214,299399,9440075182,39728,C102,R,CL_STOP_PAUSE_START,2022-11-24 10:43:24,True,11,22-11-24,0.0,0
215,299400,9440075182,39728,C102,R,CL_PRESS_DOWN_2_START,2022-11-24 10:43:24,True,11,22-11-24,0.0,0
216,299504,9440075182,39728,C102,R,CL_STOP_PAUSE_2_STOP,2022-11-24 10:43:39,True,11,22-11-24,15.0,0
217,299505,9440075182,39728,C102,R,CL_PRESS_DOWN_3_START,2022-11-24 10:43:39,True,11,22-11-24,0.0,0
218,299614,9440075182,39728,C102,R,CL_PRESS_DOWN_3_STOP,2022-11-24 10:43:51,True,11,22-11-24,12.0,0
219,299615,9440075182,39728,C102,R,CL_PRESS_LOCK_START,2022-11-24 10:43:51,True,11,22-11-24,0.0,0
220,299628,9440075182,39728,C102,R,CL_PRESS_LOCK_STOP,2022-11-24 10:43:52,True,11,22-11-24,1.0,0
221,299629,9440075182,39728,C102,R,CL_SQUEEZE_ON_START,2022-11-24 10:43:52,True,11,22-11-24,0.0,0
222,299670,9440075182,39728,C102,R,CURING_ON_START,2022-11-24 10:44:00,True,11,22-11-24,8.0,0
223,299671,9440075182,39728,C102,R,CL_SQUEEZE_ON_STOP,2022-11-24 10:44:00,True,11,22-11-24,0.0,0
224,307597,9440075182,39728,C102,R,CURING_ON_STOP,2022-11-24 10:58:57,True,11,22-11-24,897.0,2
225,307598,9440075182,39728,C102,R,CURING_OFF_START,2022-11-24 10:58:57,True,11,22-11-24,0.0,0
226,307611,9440075182,39728,C102,R,OP_SQUEEZE_OFF_START,2022-11-24 10:58:59,True,11,22-11-24,2.0,0
227,307612,9440075182,39728,C102,R,CURING_OFF_STOP,2022-11-24 10:58:59,True,11,22-11-24,0.0,0
228,307701,9440075182,39728,C102,R,OP_SQUEEZE_OFF_STOP,2022-11-24 10:59:08,True,11,22-11-24,9.0,0
229,307702,9440075182,39728,C102,R,OP_UNLOCK_PRESS_START,2022-11-24 10:59:08,True,11,22-11-24,0.0,0
230,307713,9440075182,39728,C102,R,OP_UNLOCK_PRESS_STOP,2022-11-24 10:59:09,True,11,22-11-24,1.0,0
231,307714,9440075182,39728,C102,R,OP_PRESS_MOVEMENT_UP_START,2022-11-24 10:59:09,True,11,22-11-24,0.0,0
232,307719,9440075182,39728,C102,R,OP_PRESS_MOVEMENT_UP_STOP,2022-11-24 10:59:10,True,11,22-11-24,1.0,0
233,307720,9440075182,39728,C102,R,OP_PRESS_STOP_PAUSE_1_START,2022-11-24 10:59:10,True,11,22-11-24,0.0,0
234,307744,9440075182,39728,C102,R,OP_PRESS_STOP_PAUSE_1_STOP,2022-11-24 10:59:14,True,11,22-11-24,4.0,0
235,307745,9440075182,39728,C102,R,OP_PRESS_MOVEMENT_UP_1_START,2022-11-24 10:59:14,True,11,22-11-24,0.0,0
236,307771,9440075182,39728,C102,R,OP_PRESS_MOVEMENT_UP_1_STOP,2022-11-24 10:59:18,True,11,22-11-24,4.0,0
237,307772,9440075182,39728,C102,R,OP_PRESS_STOP_PAUSE_2_START,2022-11-24 10:59:18,True,11,22-11-24,0.0,0
238,307793,9440075182,39728,C102,R,OP_PRESS_STOP_PAUSE_2_STOP,2022-11-24 10:59:22,True,11,22-11-24,4.0,0
239,307794,9440075182,39728,C102,R,OP_PRESS_MOVEMENT_UP_2_START,2022-11-24 10:59:22,True,11,22-11-24,0.0,0
240,307840,9440075182,39728,C102,R,OP_PRESS_MOVEMENT_UP_2_STOP,2022-11-24 10:59:27,True,11,22-11-24,5.0,0
241,307841,9440075182,39728,C102,R,OP_PRESS_STOP_PAUSE_3_START,2022-11-24 10:59:27,True,11,22-11-24,0.0,0
242,307868,9440075182,39728,C102,R,OP_PRESS_STOP_PAUSE_3_STOP,2022-11-24 10:59:31,True,11,22-11-24,4.0,0
243,307869,9440075182,39728,C102,R,OP_PRESS_MOVEMENT_UP_3_START,2022-11-24 10:59:31,True,11,22-11-24,0.0,0
